Timestamp | Device_ID | Usage (Liters/min) | Status
2026-09-22 03:59:00 | ICU_WATER_RESERVE | 19 | NORMAL
2026-09-22 03:59:01 | FACILITY_WATER_MAIN | 32 | NORMAL
2026-09-22 03:59:01 | ICU_WATER_RESERVE | 14 | NORMAL
2026-09-22 03:59:02 | FACILITY_WATER_MAIN | 21 | NORMAL
2026-09-22 03:59:02 | ICU_WATER_RESERVE | 23 | NORMAL
2026-09-22 03:59:03 | FACILITY_WATER_MAIN | 7 | NORMAL
2026-09-22 03:59:03 | ICU_WATER_RESERVE | 10 | NORMAL
2026-09-22 03:59:04 | FACILITY_WATER_MAIN | 18 | NORMAL
2026-09-22 03:59:04 | ICU_WATER_RESERVE | 20 | NORMAL
2026-09-22 03:59:05 | FACILITY_WATER_MAIN | 45 | HIGH_USAGE
2026-09-22 03:59:05 | ICU_WATER_RESERVE | 25 | NORMAL
2026-09-22 03:59:06 | FACILITY_WATER_MAIN | 40 | HIGH_USAGE
2026-09-22 03:59:06 | ICU_WATER_RESERVE | 14 | NORMAL
2026-09-22 03:59:07 | FACILITY_WATER_MAIN | 17 | NORMAL
2026-09-22 03:59:07 | ICU_WATER_RESERVE | 18 | NORMAL
2026-09-22 03:59:08 | FACILITY_WATER_MAIN | 34 | NORMAL
2026-09-22 03:59:08 | ICU_WATER_RESERVE | 13 | NORMAL
2026-09-22 03:59:09 | FACILITY_WATER_MAIN | 11 | NORMAL
2026-09-22 03:59:09 | ICU_WATER_RESERVE | 32 | NORMAL
2026-09-22 03:59:10 | FACILITY_WATER_MAIN | 13 | NORMAL
2026-09-22 03:59:10 | ICU_WATER_RESERVE | 17 | NORMAL
2026-09-22 03:59:11 | FACILITY_WATER_MAIN | 26 | NORMAL
2026-09-22 03:59:11 | ICU_WATER_RESERVE | 14 | NORMAL
2026-09-22 03:59:12 | FACILITY_WATER_MAIN | 29 | NORMAL
2026-09-22 03:59:12 | ICU_WATER_RESERVE | 32 | NORMAL
2026-09-22 03:59:13 | FACILITY_WATER_MAIN | 27 | NORMAL
2026-09-22 03:59:13 | ICU_WATER_RESERVE | 11 | NORMAL
2026-09-22 03:59:14 | FACILITY_WATER_MAIN | 39 | HIGH_USAGE
2026-09-22 03:59:14 | ICU_WATER_RESERVE | 33 | NORMAL
2026-09-22 03:59:15 | FACILITY_WATER_MAIN | 26 | NORMAL
2026-09-22 03:59:15 | ICU_WATER_RESERVE | 9 | NORMAL
2026-09-22 03:59:16 | FACILITY_WATER_MAIN | 21 | NORMAL
2026-09-22 03:59:16 | ICU_WATER_RESERVE | 19 | NORMAL
2026-09-22 03:59:17 | FACILITY_WATER_MAIN | 22 | NORMAL
2026-09-22 03:59:17 | ICU_WATER_RESERVE | 36 | HIGH_USAGE
2026-09-22 03:59:18 | FACILITY_WATER_MAIN | 15 | NORMAL
2026-09-22 03:59:18 | ICU_WATER_RESERVE | 16 | NORMAL
2026-09-22 03:59:19 | FACILITY_WATER_MAIN | 19 | NORMAL
2026-09-22 03:59:19 | ICU_WATER_RESERVE | 28 | NORMAL
2026-09-22 03:59:20 | FACILITY_WATER_MAIN | 25 | NORMAL
2026-09-22 03:59:20 | ICU_WATER_RESERVE | 40 | HIGH_USAGE
2026-09-22 03:59:21 | FACILITY_WATER_MAIN | 7 | NORMAL
2026-09-22 03:59:21 | ICU_WATER_RESERVE | 29 | NORMAL
2026-09-22 03:59:22 | FACILITY_WATER_MAIN | 29 | NORMAL
2026-09-22 03:59:22 | ICU_WATER_RESERVE | 25 | NORMAL
2026-09-22 03:59:23 | FACILITY_WATER_MAIN | 39 | HIGH_USAGE
2026-09-22 03:59:23 | ICU_WATER_RESERVE | 42 | HIGH_USAGE
2026-09-22 03:59:24 | FACILITY_WATER_MAIN | 30 | NORMAL
2026-09-22 03:59:24 | ICU_WATER_RESERVE | 44 | HIGH_USAGE
2026-09-22 03:59:25 | FACILITY_WATER_MAIN | 26 | NORMAL
2026-09-22 03:59:25 | ICU_WATER_RESERVE | 16 | NORMAL
2026-09-22 03:59:26 | FACILITY_WATER_MAIN | 41 | HIGH_USAGE
2026-09-22 03:59:26 | ICU_WATER_RESERVE | 5 | NORMAL
2026-09-22 03:59:27 | FACILITY_WATER_MAIN | 27 | NORMAL
2026-09-22 03:59:27 | ICU_WATER_RESERVE | 22 | NORMAL
2026-09-22 03:59:28 | FACILITY_WATER_MAIN | 38 | HIGH_USAGE
2026-09-22 03:59:28 | ICU_WATER_RESERVE | 38 | HIGH_USAGE
2026-09-22 03:59:29 | FACILITY_WATER_MAIN | 10 | NORMAL
2026-09-22 03:59:29 | ICU_WATER_RESERVE | 20 | NORMAL
2026-09-22 03:59:30 | FACILITY_WATER_MAIN | 38 | HIGH_USAGE
2026-09-22 03:59:30 | ICU_WATER_RESERVE | 35 | NORMAL
2026-09-22 03:59:31 | FACILITY_WATER_MAIN | 12 | NORMAL
2026-09-22 03:59:31 | ICU_WATER_RESERVE | 16 | NORMAL
2026-09-22 03:59:32 | FACILITY_WATER_MAIN | 25 | NORMAL
2026-09-22 03:59:32 | ICU_WATER_RESERVE | 25 | NORMAL
2026-09-22 03:59:33 | FACILITY_WATER_MAIN | 34 | NORMAL
2026-09-22 03:59:33 | ICU_WATER_RESERVE | 12 | NORMAL
2026-09-22 03:59:34 | FACILITY_WATER_MAIN | 8 | NORMAL
2026-09-22 03:59:34 | ICU_WATER_RESERVE | 39 | HIGH_USAGE
2026-09-22 03:59:35 | FACILITY_WATER_MAIN | 22 | NORMAL
2026-09-22 03:59:35 | ICU_WATER_RESERVE | 22 | NORMAL
2026-09-22 03:59:36 | FACILITY_WATER_MAIN | 18 | NORMAL
2026-09-22 03:59:36 | ICU_WATER_RESERVE | 24 | NORMAL
2026-09-22 03:59:37 | FACILITY_WATER_MAIN | 6 | NORMAL
2026-09-22 03:59:37 | ICU_WATER_RESERVE | 28 | NORMAL
2026-09-22 03:59:38 | FACILITY_WATER_MAIN | 9 | NORMAL
2026-09-22 03:59:38 | ICU_WATER_RESERVE | 27 | NORMAL
2026-09-22 03:59:39 | FACILITY_WATER_MAIN | 32 | NORMAL
2026-09-22 03:59:39 | ICU_WATER_RESERVE | 19 | NORMAL
2026-09-22 03:59:40 | FACILITY_WATER_MAIN | 19 | NORMAL
2026-09-22 03:59:40 | ICU_WATER_RESERVE | 27 | NORMAL
2026-09-22 03:59:41 | FACILITY_WATER_MAIN | 24 | NORMAL
2026-09-22 03:59:41 | ICU_WATER_RESERVE | 44 | HIGH_USAGE
2026-09-22 03:59:42 | FACILITY_WATER_MAIN | 45 | HIGH_USAGE
2026-09-22 03:59:42 | ICU_WATER_RESERVE | 34 | NORMAL
2026-09-22 03:59:43 | FACILITY_WATER_MAIN | 44 | HIGH_USAGE
2026-09-22 03:59:43 | ICU_WATER_RESERVE | 32 | NORMAL
2026-09-22 03:59:44 | FACILITY_WATER_MAIN | 12 | NORMAL
2026-09-22 03:59:44 | ICU_WATER_RESERVE | 36 | HIGH_USAGE
2026-09-22 03:59:45 | FACILITY_WATER_MAIN | 30 | NORMAL
2026-09-22 03:59:45 | ICU_WATER_RESERVE | 25 | NORMAL
2026-09-22 03:59:46 | FACILITY_WATER_MAIN | 39 | HIGH_USAGE
2026-09-22 03:59:46 | ICU_WATER_RESERVE | 27 | NORMAL
2026-09-22 03:59:47 | FACILITY_WATER_MAIN | 12 | NORMAL
2026-09-22 03:59:47 | ICU_WATER_RESERVE | 37 | HIGH_USAGE
2026-09-22 03:59:48 | FACILITY_WATER_MAIN | 36 | HIGH_USAGE
2026-09-22 03:59:48 | ICU_WATER_RESERVE | 41 | HIGH_USAGE
2026-09-22 03:59:49 | FACILITY_WATER_MAIN | 6 | NORMAL
2026-09-22 03:59:49 | ICU_WATER_RESERVE | 9 | NORMAL
2026-09-22 03:59:50 | FACILITY_WATER_MAIN | 28 | NORMAL
2026-09-22 03:59:50 | ICU_WATER_RESERVE | 12 | NORMAL
2026-09-22 03:59:51 | FACILITY_WATER_MAIN | 8 | NORMAL
2026-09-22 03:59:51 | ICU_WATER_RESERVE | 45 | HIGH_USAGE
2026-09-22 03:59:52 | FACILITY_WATER_MAIN | 32 | NORMAL
2026-09-22 03:59:52 | ICU_WATER_RESERVE | 15 | NORMAL
2026-09-22 03:59:53 | FACILITY_WATER_MAIN | 32 | NORMAL
2026-09-22 03:59:53 | ICU_WATER_RESERVE | 44 | HIGH_USAGE
2026-09-22 03:59:54 | FACILITY_WATER_MAIN | 9 | NORMAL
2026-09-22 03:59:54 | ICU_WATER_RESERVE | 41 | HIGH_USAGE
2026-09-22 03:59:55 | FACILITY_WATER_MAIN | 37 | HIGH_USAGE
2026-09-22 03:59:55 | ICU_WATER_RESERVE | 38 | HIGH_USAGE
2026-09-22 03:59:56 | FACILITY_WATER_MAIN | 7 | NORMAL
2026-09-22 03:59:56 | ICU_WATER_RESERVE | 26 | NORMAL
2026-09-22 03:59:57 | FACILITY_WATER_MAIN | 12 | NORMAL
2026-09-22 03:59:57 | ICU_WATER_RESERVE | 44 | HIGH_USAGE
2026-09-22 03:59:58 | FACILITY_WATER_MAIN | 6 | NORMAL
2026-09-22 03:59:58 | ICU_WATER_RESERVE | 41 | HIGH_USAGE
2026-09-22 03:59:59 | FACILITY_WATER_MAIN | 43 | HIGH_USAGE
2026-09-22 03:59:59 | ICU_WATER_RESERVE | 26 | NORMAL
2026-09-22 04:00:00 | FACILITY_WATER_MAIN | 39 | HIGH_USAGE
2026-09-22 04:00:00 | ICU_WATER_RESERVE | 25 | NORMAL
2026-09-22 04:00:01 | FACILITY_WATER_MAIN | 5 | NORMAL
2026-09-22 04:00:01 | ICU_WATER_RESERVE | 38 | HIGH_USAGE
2026-09-22 04:00:02 | FACILITY_WATER_MAIN | 37 | HIGH_USAGE
2026-09-22 04:00:02 | ICU_WATER_RESERVE | 24 | NORMAL
2026-09-22 04:00:03 | FACILITY_WATER_MAIN | 11 | NORMAL
2026-09-22 04:00:03 | ICU_WATER_RESERVE | 8 | NORMAL
2026-09-22 04:00:04 | FACILITY_WATER_MAIN | 20 | NORMAL
2026-09-22 04:00:04 | ICU_WATER_RESERVE | 33 | NORMAL
2026-09-22 04:00:05 | FACILITY_WATER_MAIN | 5 | NORMAL
2026-09-22 04:00:05 | ICU_WATER_RESERVE | 22 | NORMAL
2026-09-22 04:00:06 | FACILITY_WATER_MAIN | 27 | NORMAL
2026-09-22 04:00:06 | ICU_WATER_RESERVE | 44 | HIGH_USAGE
2026-09-22 04:00:07 | FACILITY_WATER_MAIN | 25 | NORMAL
2026-09-22 04:00:07 | ICU_WATER_RESERVE | 24 | NORMAL
2026-09-22 04:00:08 | FACILITY_WATER_MAIN | 21 | NORMAL
2026-09-22 04:00:08 | ICU_WATER_RESERVE | 28 | NORMAL
2026-09-22 04:00:09 | FACILITY_WATER_MAIN | 6 | NORMAL
2026-09-22 04:00:09 | ICU_WATER_RESERVE | 19 | NORMAL
2026-09-22 04:00:10 | FACILITY_WATER_MAIN | 9 | NORMAL
2026-09-22 04:00:10 | ICU_WATER_RESERVE | 19 | NORMAL
2026-09-22 04:00:11 | FACILITY_WATER_MAIN | 24 | NORMAL
2026-09-22 04:00:11 | ICU_WATER_RESERVE | 34 | NORMAL
2026-09-22 04:00:12 | FACILITY_WATER_MAIN | 29 | NORMAL
2026-09-22 04:00:12 | ICU_WATER_RESERVE | 29 | NORMAL
2026-09-22 04:00:13 | FACILITY_WATER_MAIN | 29 | NORMAL
2026-09-22 04:00:13 | ICU_WATER_RESERVE | 35 | NORMAL
2026-09-22 04:00:14 | FACILITY_WATER_MAIN | 28 | NORMAL
2026-09-22 04:00:14 | ICU_WATER_RESERVE | 15 | NORMAL
2026-09-22 04:00:15 | FACILITY_WATER_MAIN | 30 | NORMAL
2026-09-22 04:00:15 | ICU_WATER_RESERVE | 45 | HIGH_USAGE
2026-09-22 04:00:16 | FACILITY_WATER_MAIN | 27 | NORMAL
2026-09-22 04:00:16 | ICU_WATER_RESERVE | 22 | NORMAL
2026-09-22 04:00:17 | FACILITY_WATER_MAIN | 38 | HIGH_USAGE
2026-09-22 04:00:17 | ICU_WATER_RESERVE | 33 | NORMAL
2026-09-22 04:00:18 | FACILITY_WATER_MAIN | 38 | HIGH_USAGE
2026-09-22 04:00:18 | ICU_WATER_RESERVE | 8 | NORMAL
2026-09-22 04:00:19 | FACILITY_WATER_MAIN | 41 | HIGH_USAGE
2026-09-22 04:00:19 | ICU_WATER_RESERVE | 43 | HIGH_USAGE
2026-09-22 04:00:20 | FACILITY_WATER_MAIN | 25 | NORMAL
2026-09-22 04:00:20 | ICU_WATER_RESERVE | 31 | NORMAL
2026-09-22 04:00:21 | FACILITY_WATER_MAIN | 31 | NORMAL
2026-09-22 04:00:21 | ICU_WATER_RESERVE | 16 | NORMAL
2026-09-22 04:00:22 | FACILITY_WATER_MAIN | 7 | NORMAL
2026-09-22 04:00:22 | ICU_WATER_RESERVE | 12 | NORMAL
2026-09-22 04:00:23 | FACILITY_WATER_MAIN | 13 | NORMAL
2026-09-22 04:00:23 | ICU_WATER_RESERVE | 20 | NORMAL
2026-09-22 04:00:24 | FACILITY_WATER_MAIN | 19 | NORMAL
2026-09-22 04:00:24 | ICU_WATER_RESERVE | 33 | NORMAL
2026-09-22 04:00:26 | FACILITY_WATER_MAIN | 27 | NORMAL
2026-09-22 04:00:26 | ICU_WATER_RESERVE | 15 | NORMAL
2026-09-22 04:00:27 | FACILITY_WATER_MAIN | 32 | NORMAL
2026-09-22 04:00:27 | ICU_WATER_RESERVE | 42 | HIGH_USAGE
2026-09-22 04:00:28 | FACILITY_WATER_MAIN | 21 | NORMAL
2026-09-22 04:00:28 | ICU_WATER_RESERVE | 14 | NORMAL
2026-09-22 04:00:29 | FACILITY_WATER_MAIN | 6 | NORMAL
2026-09-22 04:00:29 | ICU_WATER_RESERVE | 24 | NORMAL
2026-09-22 04:00:30 | FACILITY_WATER_MAIN | 27 | NORMAL
2026-09-22 04:00:30 | ICU_WATER_RESERVE | 27 | NORMAL
2026-09-22 04:00:31 | FACILITY_WATER_MAIN | 33 | NORMAL
2026-09-22 04:00:31 | ICU_WATER_RESERVE | 36 | HIGH_USAGE
2026-09-22 04:00:32 | FACILITY_WATER_MAIN | 30 | NORMAL
2026-09-22 04:00:32 | ICU_WATER_RESERVE | 12 | NORMAL
2026-09-22 04:00:33 | FACILITY_WATER_MAIN | 20 | NORMAL
2026-09-22 04:00:33 | ICU_WATER_RESERVE | 21 | NORMAL
2026-09-22 04:00:34 | FACILITY_WATER_MAIN | 38 | HIGH_USAGE
2026-09-22 04:00:34 | ICU_WATER_RESERVE | 31 | NORMAL
2026-09-22 04:00:35 | FACILITY_WATER_MAIN | 30 | NORMAL
2026-09-22 04:00:35 | ICU_WATER_RESERVE | 20 | NORMAL
2026-09-22 04:00:36 | FACILITY_WATER_MAIN | 23 | NORMAL
2026-09-22 04:00:36 | ICU_WATER_RESERVE | 41 | HIGH_USAGE
2026-09-22 04:00:37 | FACILITY_WATER_MAIN | 10 | NORMAL
2026-09-22 04:00:37 | ICU_WATER_RESERVE | 18 | NORMAL
2026-09-22 04:00:38 | FACILITY_WATER_MAIN | 7 | NORMAL
2026-09-22 04:00:38 | ICU_WATER_RESERVE | 15 | NORMAL
2026-09-22 04:00:39 | FACILITY_WATER_MAIN | 31 | NORMAL
2026-09-22 04:00:39 | ICU_WATER_RESERVE | 28 | NORMAL
2026-09-22 04:00:40 | FACILITY_WATER_MAIN | 10 | NORMAL
2026-09-22 04:00:40 | ICU_WATER_RESERVE | 8 | NORMAL
2026-09-22 04:00:41 | FACILITY_WATER_MAIN | 44 | HIGH_USAGE
2026-09-22 04:00:41 | ICU_WATER_RESERVE | 28 | NORMAL
2026-09-22 04:00:42 | FACILITY_WATER_MAIN | 10 | NORMAL
2026-09-22 04:00:42 | ICU_WATER_RESERVE | 38 | HIGH_USAGE
2026-09-22 04:00:43 | FACILITY_WATER_MAIN | 36 | HIGH_USAGE
2026-09-22 04:00:43 | ICU_WATER_RESERVE | 34 | NORMAL
2026-09-22 04:00:44 | FACILITY_WATER_MAIN | 42 | HIGH_USAGE
2026-09-22 04:00:44 | ICU_WATER_RESERVE | 7 | NORMAL
2026-09-22 04:00:45 | FACILITY_WATER_MAIN | 17 | NORMAL
2026-09-22 04:00:45 | ICU_WATER_RESERVE | 44 | HIGH_USAGE
2026-09-22 04:00:46 | FACILITY_WATER_MAIN | 18 | NORMAL
2026-09-22 04:00:46 | ICU_WATER_RESERVE | 13 | NORMAL
2026-09-22 04:00:47 | FACILITY_WATER_MAIN | 7 | NORMAL
2026-09-22 04:00:47 | ICU_WATER_RESERVE | 40 | HIGH_USAGE
2026-09-22 04:00:48 | FACILITY_WATER_MAIN | 12 | NORMAL
2026-09-22 04:00:48 | ICU_WATER_RESERVE | 14 | NORMAL
2026-09-22 04:00:49 | FACILITY_WATER_MAIN | 35 | NORMAL
2026-09-22 04:00:49 | ICU_WATER_RESERVE | 28 | NORMAL
2026-09-22 04:00:50 | FACILITY_WATER_MAIN | 35 | NORMAL
2026-09-22 04:00:50 | ICU_WATER_RESERVE | 11 | NORMAL
2026-09-22 04:00:51 | FACILITY_WATER_MAIN | 36 | HIGH_USAGE
2026-09-22 04:00:51 | ICU_WATER_RESERVE | 8 | NORMAL
2026-09-22 04:00:52 | FACILITY_WATER_MAIN | 30 | NORMAL
2026-09-22 04:00:52 | ICU_WATER_RESERVE | 29 | NORMAL
2026-09-22 04:00:53 | FACILITY_WATER_MAIN | 27 | NORMAL
2026-09-22 04:00:53 | ICU_WATER_RESERVE | 33 | NORMAL
2026-09-22 04:00:54 | FACILITY_WATER_MAIN | 10 | NORMAL
2026-09-22 04:00:54 | ICU_WATER_RESERVE | 21 | NORMAL
2026-09-22 04:00:55 | FACILITY_WATER_MAIN | 16 | NORMAL
2026-09-22 04:00:55 | ICU_WATER_RESERVE | 38 | HIGH_USAGE
2026-09-22 04:00:56 | FACILITY_WATER_MAIN | 22 | NORMAL
2026-09-22 04:00:56 | ICU_WATER_RESERVE | 15 | NORMAL
2026-09-22 04:00:57 | FACILITY_WATER_MAIN | 33 | NORMAL
2026-09-22 04:00:57 | ICU_WATER_RESERVE | 42 | HIGH_USAGE
2026-09-22 04:00:58 | FACILITY_WATER_MAIN | 13 | NORMAL
2026-09-22 04:00:58 | ICU_WATER_RESERVE | 17 | NORMAL
2026-09-22 04:00:59 | FACILITY_WATER_MAIN | 38 | HIGH_USAGE
2026-09-22 04:00:59 | ICU_WATER_RESERVE | 8 | NORMAL
2026-09-22 04:01:00 | FACILITY_WATER_MAIN | 12 | NORMAL
2026-09-22 04:01:00 | ICU_WATER_RESERVE | 28 | NORMAL
2026-09-22 04:01:01 | FACILITY_WATER_MAIN | 25 | NORMAL
2026-09-22 04:01:01 | ICU_WATER_RESERVE | 11 | NORMAL
2026-09-22 04:01:02 | FACILITY_WATER_MAIN | 31 | NORMAL
2026-09-22 04:01:02 | ICU_WATER_RESERVE | 8 | NORMAL
2026-09-22 04:01:03 | FACILITY_WATER_MAIN | 10 | NORMAL
2026-09-22 04:01:03 | ICU_WATER_RESERVE | 26 | NORMAL
2026-09-22 04:01:04 | FACILITY_WATER_MAIN | 12 | NORMAL
2026-09-22 04:01:04 | ICU_WATER_RESERVE | 10 | NORMAL
2026-09-22 04:01:05 | FACILITY_WATER_MAIN | 5 | NORMAL
2026-09-22 04:01:05 | ICU_WATER_RESERVE | 20 | NORMAL
2026-09-22 04:01:06 | FACILITY_WATER_MAIN | 15 | NORMAL
2026-09-22 04:01:06 | ICU_WATER_RESERVE | 17 | NORMAL
2026-09-22 04:01:07 | FACILITY_WATER_MAIN | 38 | HIGH_USAGE
2026-09-22 04:01:07 | ICU_WATER_RESERVE | 32 | NORMAL
2026-09-22 04:01:08 | FACILITY_WATER_MAIN | 27 | NORMAL
2026-09-22 04:01:08 | ICU_WATER_RESERVE | 36 | HIGH_USAGE
2026-09-22 04:01:09 | FACILITY_WATER_MAIN | 18 | NORMAL
2026-09-22 04:01:09 | ICU_WATER_RESERVE | 15 | NORMAL
2026-09-22 04:01:10 | FACILITY_WATER_MAIN | 36 | HIGH_USAGE
2026-09-22 04:01:10 | ICU_WATER_RESERVE | 44 | HIGH_USAGE
2026-09-22 04:01:11 | FACILITY_WATER_MAIN | 34 | NORMAL
2026-09-22 04:01:11 | ICU_WATER_RESERVE | 38 | HIGH_USAGE
2026-09-22 04:01:12 | FACILITY_WATER_MAIN | 15 | NORMAL
2026-09-22 04:01:12 | ICU_WATER_RESERVE | 34 | NORMAL
2026-09-22 04:01:13 | FACILITY_WATER_MAIN | 23 | NORMAL
2026-09-22 04:01:13 | ICU_WATER_RESERVE | 12 | NORMAL
2026-09-22 04:01:14 | FACILITY_WATER_MAIN | 7 | NORMAL
2026-09-22 04:01:14 | ICU_WATER_RESERVE | 36 | HIGH_USAGE
2026-09-22 04:01:15 | FACILITY_WATER_MAIN | 42 | HIGH_USAGE
2026-09-22 04:01:15 | ICU_WATER_RESERVE | 25 | NORMAL
2026-09-22 04:01:16 | FACILITY_WATER_MAIN | 15 | NORMAL
2026-09-22 04:01:16 | ICU_WATER_RESERVE | 36 | HIGH_USAGE
2026-09-22 04:01:17 | FACILITY_WATER_MAIN | 24 | NORMAL
2026-09-22 04:01:17 | ICU_WATER_RESERVE | 19 | NORMAL
2026-09-22 04:01:18 | FACILITY_WATER_MAIN | 31 | NORMAL
2026-09-22 04:01:18 | ICU_WATER_RESERVE | 7 | NORMAL
2026-09-22 04:01:19 | FACILITY_WATER_MAIN | 14 | NORMAL
2026-09-22 04:01:19 | ICU_WATER_RESERVE | 17 | NORMAL
2026-09-22 04:01:20 | FACILITY_WATER_MAIN | 9 | NORMAL
2026-09-22 04:01:20 | ICU_WATER_RESERVE | 42 | HIGH_USAGE
2026-09-22 04:01:21 | FACILITY_WATER_MAIN | 31 | NORMAL
2026-09-22 04:01:21 | ICU_WATER_RESERVE | 13 | NORMAL
2026-09-22 04:01:22 | FACILITY_WATER_MAIN | 10 | NORMAL
2026-09-22 04:01:22 | ICU_WATER_RESERVE | 13 | NORMAL
2026-09-22 04:01:23 | FACILITY_WATER_MAIN | 25 | NORMAL
2026-09-22 04:01:23 | ICU_WATER_RESERVE | 40 | HIGH_USAGE
2026-09-22 04:01:24 | FACILITY_WATER_MAIN | 12 | NORMAL
2026-09-22 04:01:24 | ICU_WATER_RESERVE | 21 | NORMAL
2026-09-22 04:01:25 | FACILITY_WATER_MAIN | 35 | NORMAL
2026-09-22 04:01:25 | ICU_WATER_RESERVE | 10 | NORMAL
2026-09-22 04:01:26 | FACILITY_WATER_MAIN | 29 | NORMAL
2026-09-22 04:01:26 | ICU_WATER_RESERVE | 9 | NORMAL
2026-09-22 04:01:27 | FACILITY_WATER_MAIN | 34 | NORMAL
2026-09-22 04:01:27 | ICU_WATER_RESERVE | 7 | NORMAL
2026-09-22 04:01:28 | FACILITY_WATER_MAIN | 26 | NORMAL
2026-09-22 04:01:28 | ICU_WATER_RESERVE | 27 | NORMAL
2026-09-22 04:01:29 | FACILITY_WATER_MAIN | 7 | NORMAL
2026-09-22 04:01:29 | ICU_WATER_RESERVE | 14 | NORMAL
2026-09-22 04:01:30 | FACILITY_WATER_MAIN | 36 | HIGH_USAGE
2026-09-22 04:01:30 | ICU_WATER_RESERVE | 5 | NORMAL
2026-09-22 04:01:31 | FACILITY_WATER_MAIN | 33 | NORMAL
2026-09-22 04:01:31 | ICU_WATER_RESERVE | 25 | NORMAL
2026-09-22 04:01:32 | FACILITY_WATER_MAIN | 20 | NORMAL
2026-09-22 04:01:32 | ICU_WATER_RESERVE | 31 | NORMAL
2026-09-22 04:01:33 | FACILITY_WATER_MAIN | 34 | NORMAL
2026-09-22 04:01:33 | ICU_WATER_RESERVE | 42 | HIGH_USAGE
2026-09-22 04:01:34 | FACILITY_WATER_MAIN | 14 | NORMAL
2026-09-22 04:01:34 | ICU_WATER_RESERVE | 19 | NORMAL
2026-09-22 04:01:35 | FACILITY_WATER_MAIN | 41 | HIGH_USAGE
2026-09-22 04:01:35 | ICU_WATER_RESERVE | 29 | NORMAL
2026-09-22 04:01:36 | FACILITY_WATER_MAIN | 8 | NORMAL
2026-09-22 04:01:36 | ICU_WATER_RESERVE | 34 | NORMAL
2026-09-22 04:01:37 | FACILITY_WATER_MAIN | 38 | HIGH_USAGE
2026-09-22 04:01:37 | ICU_WATER_RESERVE | 19 | NORMAL
