Timestamp | Device_ID | Temperature (Celsius) | Status
2026-09-22 03:59:32 | WARD_B_TEMP_05 | 35.1 | CRITICAL
2026-09-22 03:59:33 | WARD_B_TEMP_01 | 36.2 | NORMAL
2026-09-22 03:59:33 | WARD_B_TEMP_02 | 39.4 | CRITICAL
2026-09-22 03:59:33 | WARD_B_TEMP_03 | 39.1 | CRITICAL
2026-09-22 03:59:33 | WARD_B_TEMP_04 | 37.5 | WARNING
2026-09-22 03:59:33 | WARD_B_TEMP_05 | 37.6 | WARNING
2026-09-22 03:59:34 | WARD_B_TEMP_01 | 37.4 | NORMAL
2026-09-22 03:59:34 | WARD_B_TEMP_02 | 35.4 | CRITICAL
2026-09-22 03:59:34 | WARD_B_TEMP_03 | 38.7 | CRITICAL
2026-09-22 03:59:34 | WARD_B_TEMP_04 | 36.7 | NORMAL
2026-09-22 03:59:34 | WARD_B_TEMP_05 | 35.5 | NORMAL
2026-09-22 03:59:35 | WARD_B_TEMP_01 | 36.6 | NORMAL
2026-09-22 03:59:35 | WARD_B_TEMP_02 | 38.8 | CRITICAL
2026-09-22 03:59:35 | WARD_B_TEMP_03 | 39.4 | CRITICAL
2026-09-22 03:59:35 | WARD_B_TEMP_04 | 39.3 | CRITICAL
2026-09-22 03:59:35 | WARD_B_TEMP_05 | 35.1 | CRITICAL
2026-09-22 03:59:36 | WARD_B_TEMP_01 | 38.9 | CRITICAL
2026-09-22 03:59:36 | WARD_B_TEMP_02 | 36.7 | NORMAL
2026-09-22 03:59:36 | WARD_B_TEMP_03 | 38.3 | CRITICAL
2026-09-22 03:59:36 | WARD_B_TEMP_04 | 36.0 | NORMAL
2026-09-22 03:59:36 | WARD_B_TEMP_05 | 34.8 | CRITICAL
2026-09-22 03:59:37 | WARD_B_TEMP_01 | 35.9 | NORMAL
2026-09-22 03:59:37 | WARD_B_TEMP_02 | 39.9 | CRITICAL
2026-09-22 03:59:37 | WARD_B_TEMP_03 | 39.5 | CRITICAL
2026-09-22 03:59:37 | WARD_B_TEMP_04 | 35.0 | CRITICAL
2026-09-22 03:59:37 | WARD_B_TEMP_05 | 40.0 | CRITICAL
2026-09-22 03:59:38 | WARD_B_TEMP_01 | 40.3 | CRITICAL
2026-09-22 03:59:38 | WARD_B_TEMP_02 | 35.6 | NORMAL
2026-09-22 03:59:38 | WARD_B_TEMP_03 | 38.4 | CRITICAL
2026-09-22 03:59:38 | WARD_B_TEMP_04 | 35.6 | NORMAL
2026-09-22 03:59:38 | WARD_B_TEMP_05 | 37.8 | WARNING
2026-09-22 03:59:39 | WARD_B_TEMP_01 | 39.3 | CRITICAL
2026-09-22 03:59:39 | WARD_B_TEMP_02 | 38.7 | CRITICAL
2026-09-22 03:59:39 | WARD_B_TEMP_03 | 35.3 | CRITICAL
2026-09-22 03:59:39 | WARD_B_TEMP_04 | 36.7 | NORMAL
2026-09-22 03:59:39 | WARD_B_TEMP_05 | 39.7 | CRITICAL
2026-09-22 03:59:40 | WARD_B_TEMP_01 | 38.5 | CRITICAL
2026-09-22 03:59:40 | WARD_B_TEMP_02 | 37.5 | WARNING
2026-09-22 03:59:40 | WARD_B_TEMP_03 | 35.8 | NORMAL
2026-09-22 03:59:40 | WARD_B_TEMP_04 | 36.7 | NORMAL
2026-09-22 03:59:40 | WARD_B_TEMP_05 | 35.4 | CRITICAL
2026-09-22 03:59:41 | WARD_B_TEMP_01 | 35.2 | CRITICAL
2026-09-22 03:59:41 | WARD_B_TEMP_02 | 37.3 | NORMAL
2026-09-22 03:59:41 | WARD_B_TEMP_03 | 38.3 | CRITICAL
2026-09-22 03:59:41 | WARD_B_TEMP_04 | 39.7 | CRITICAL
2026-09-22 03:59:41 | WARD_B_TEMP_05 | 40.0 | CRITICAL
2026-09-22 03:59:42 | WARD_B_TEMP_01 | 37.9 | WARNING
2026-09-22 03:59:42 | WARD_B_TEMP_02 | 40.4 | CRITICAL
2026-09-22 03:59:42 | WARD_B_TEMP_03 | 38.9 | CRITICAL
2026-09-22 03:59:42 | WARD_B_TEMP_04 | 36.8 | NORMAL
2026-09-22 03:59:42 | WARD_B_TEMP_05 | 36.3 | NORMAL
2026-09-22 03:59:43 | WARD_B_TEMP_01 | 38.7 | CRITICAL
2026-09-22 03:59:43 | WARD_B_TEMP_02 | 40.0 | CRITICAL
2026-09-22 03:59:43 | WARD_B_TEMP_03 | 35.8 | NORMAL
2026-09-22 03:59:43 | WARD_B_TEMP_04 | 37.0 | NORMAL
2026-09-22 03:59:43 | WARD_B_TEMP_05 | 37.0 | NORMAL
2026-09-22 03:59:44 | WARD_B_TEMP_01 | 40.0 | CRITICAL
2026-09-22 03:59:44 | WARD_B_TEMP_02 | 37.8 | WARNING
2026-09-22 03:59:44 | WARD_B_TEMP_03 | 37.5 | WARNING
2026-09-22 03:59:44 | WARD_B_TEMP_04 | 39.8 | CRITICAL
2026-09-22 03:59:44 | WARD_B_TEMP_05 | 38.3 | CRITICAL
2026-09-22 03:59:45 | WARD_B_TEMP_01 | 38.2 | CRITICAL
2026-09-22 03:59:45 | WARD_B_TEMP_02 | 34.6 | CRITICAL
2026-09-22 03:59:45 | WARD_B_TEMP_03 | 36.3 | NORMAL
2026-09-22 03:59:45 | WARD_B_TEMP_04 | 36.1 | NORMAL
2026-09-22 03:59:45 | WARD_B_TEMP_05 | 37.6 | WARNING
2026-09-22 03:59:46 | WARD_B_TEMP_01 | 40.2 | CRITICAL
2026-09-22 03:59:46 | WARD_B_TEMP_02 | 36.3 | NORMAL
2026-09-22 03:59:46 | WARD_B_TEMP_03 | 39.6 | CRITICAL
2026-09-22 03:59:46 | WARD_B_TEMP_04 | 38.8 | CRITICAL
2026-09-22 03:59:46 | WARD_B_TEMP_05 | 39.2 | CRITICAL
2026-09-22 03:59:47 | WARD_B_TEMP_01 | 35.3 | CRITICAL
2026-09-22 03:59:47 | WARD_B_TEMP_02 | 39.8 | CRITICAL
2026-09-22 03:59:47 | WARD_B_TEMP_03 | 40.3 | CRITICAL
2026-09-22 03:59:47 | WARD_B_TEMP_04 | 36.3 | NORMAL
2026-09-22 03:59:47 | WARD_B_TEMP_05 | 39.4 | CRITICAL
2026-09-22 03:59:48 | WARD_B_TEMP_01 | 40.5 | CRITICAL
2026-09-22 03:59:48 | WARD_B_TEMP_02 | 34.9 | CRITICAL
2026-09-22 03:59:48 | WARD_B_TEMP_03 | 37.5 | WARNING
2026-09-22 03:59:48 | WARD_B_TEMP_04 | 35.9 | NORMAL
2026-09-22 03:59:48 | WARD_B_TEMP_05 | 36.6 | NORMAL
2026-09-22 03:59:49 | WARD_B_TEMP_01 | 36.3 | NORMAL
2026-09-22 03:59:49 | WARD_B_TEMP_02 | 36.3 | NORMAL
2026-09-22 03:59:49 | WARD_B_TEMP_03 | 37.8 | WARNING
2026-09-22 03:59:49 | WARD_B_TEMP_04 | 40.0 | CRITICAL
2026-09-22 03:59:49 | WARD_B_TEMP_05 | 35.8 | NORMAL
2026-09-22 03:59:50 | WARD_B_TEMP_01 | 37.7 | WARNING
2026-09-22 03:59:50 | WARD_B_TEMP_02 | 36.9 | NORMAL
2026-09-22 03:59:50 | WARD_B_TEMP_03 | 37.7 | WARNING
2026-09-22 03:59:50 | WARD_B_TEMP_04 | 36.4 | NORMAL
2026-09-22 03:59:50 | WARD_B_TEMP_05 | 37.1 | NORMAL
2026-09-22 03:59:51 | WARD_B_TEMP_01 | 35.1 | CRITICAL
2026-09-22 03:59:51 | WARD_B_TEMP_02 | 39.7 | CRITICAL
2026-09-22 03:59:51 | WARD_B_TEMP_03 | 37.1 | NORMAL
2026-09-22 03:59:51 | WARD_B_TEMP_04 | 36.4 | NORMAL
2026-09-22 03:59:51 | WARD_B_TEMP_05 | 35.4 | CRITICAL
2026-09-22 03:59:52 | WARD_B_TEMP_01 | 39.3 | CRITICAL
2026-09-22 03:59:52 | WARD_B_TEMP_02 | 36.5 | NORMAL
2026-09-22 03:59:52 | WARD_B_TEMP_03 | 36.9 | NORMAL
2026-09-22 03:59:52 | WARD_B_TEMP_04 | 38.1 | CRITICAL
2026-09-22 03:59:52 | WARD_B_TEMP_05 | 40.0 | CRITICAL
2026-09-22 03:59:53 | WARD_B_TEMP_01 | 36.5 | NORMAL
2026-09-22 03:59:53 | WARD_B_TEMP_02 | 37.7 | WARNING
2026-09-22 03:59:53 | WARD_B_TEMP_03 | 38.0 | WARNING
2026-09-22 03:59:53 | WARD_B_TEMP_04 | 38.1 | CRITICAL
2026-09-22 03:59:53 | WARD_B_TEMP_05 | 37.4 | NORMAL
2026-09-22 03:59:54 | WARD_B_TEMP_01 | 39.9 | CRITICAL
2026-09-22 03:59:54 | WARD_B_TEMP_02 | 37.2 | NORMAL
2026-09-22 03:59:54 | WARD_B_TEMP_03 | 39.7 | CRITICAL
2026-09-22 03:59:54 | WARD_B_TEMP_04 | 39.7 | CRITICAL
2026-09-22 03:59:54 | WARD_B_TEMP_05 | 39.9 | CRITICAL
2026-09-22 03:59:55 | WARD_B_TEMP_01 | 37.1 | NORMAL
2026-09-22 03:59:55 | WARD_B_TEMP_02 | 37.9 | WARNING
2026-09-22 03:59:55 | WARD_B_TEMP_03 | 38.7 | CRITICAL
2026-09-22 03:59:55 | WARD_B_TEMP_04 | 38.9 | CRITICAL
2026-09-22 03:59:55 | WARD_B_TEMP_05 | 37.3 | NORMAL
2026-09-22 03:59:56 | WARD_B_TEMP_01 | 39.4 | CRITICAL
2026-09-22 03:59:56 | WARD_B_TEMP_02 | 39.4 | CRITICAL
2026-09-22 03:59:56 | WARD_B_TEMP_03 | 35.0 | CRITICAL
2026-09-22 03:59:56 | WARD_B_TEMP_04 | 40.2 | CRITICAL
2026-09-22 03:59:56 | WARD_B_TEMP_05 | 35.6 | NORMAL
2026-09-22 03:59:57 | WARD_B_TEMP_01 | 35.5 | NORMAL
2026-09-22 03:59:57 | WARD_B_TEMP_02 | 36.7 | NORMAL
2026-09-22 03:59:57 | WARD_B_TEMP_03 | 39.0 | CRITICAL
2026-09-22 03:59:57 | WARD_B_TEMP_04 | 36.9 | NORMAL
2026-09-22 03:59:57 | WARD_B_TEMP_05 | 35.1 | CRITICAL
2026-09-22 03:59:58 | WARD_B_TEMP_01 | 34.6 | CRITICAL
2026-09-22 03:59:58 | WARD_B_TEMP_02 | 34.9 | CRITICAL
2026-09-22 03:59:58 | WARD_B_TEMP_03 | 39.0 | CRITICAL
2026-09-22 03:59:58 | WARD_B_TEMP_04 | 37.8 | WARNING
2026-09-22 03:59:58 | WARD_B_TEMP_05 | 40.2 | CRITICAL
2026-09-22 03:59:59 | WARD_B_TEMP_01 | 39.0 | CRITICAL
2026-09-22 03:59:59 | WARD_B_TEMP_02 | 35.7 | NORMAL
2026-09-22 03:59:59 | WARD_B_TEMP_03 | 38.1 | CRITICAL
2026-09-22 03:59:59 | WARD_B_TEMP_04 | 40.4 | CRITICAL
2026-09-22 03:59:59 | WARD_B_TEMP_05 | 36.9 | NORMAL
2026-09-22 04:00:00 | WARD_B_TEMP_01 | 36.2 | NORMAL
2026-09-22 04:00:00 | WARD_B_TEMP_02 | 35.0 | CRITICAL
2026-09-22 04:00:00 | WARD_B_TEMP_03 | 36.7 | NORMAL
2026-09-22 04:00:00 | WARD_B_TEMP_04 | 40.4 | CRITICAL
2026-09-22 04:00:00 | WARD_B_TEMP_05 | 39.4 | CRITICAL
2026-09-22 04:00:01 | WARD_B_TEMP_01 | 38.1 | CRITICAL
2026-09-22 04:00:01 | WARD_B_TEMP_02 | 37.8 | WARNING
2026-09-22 04:00:01 | WARD_B_TEMP_03 | 37.9 | WARNING
2026-09-22 04:00:01 | WARD_B_TEMP_04 | 40.4 | CRITICAL
2026-09-22 04:00:01 | WARD_B_TEMP_05 | 39.4 | CRITICAL
2026-09-22 04:00:02 | WARD_B_TEMP_01 | 35.7 | NORMAL
2026-09-22 04:00:02 | WARD_B_TEMP_02 | 39.5 | CRITICAL
2026-09-22 04:00:02 | WARD_B_TEMP_03 | 35.5 | NORMAL
2026-09-22 04:00:02 | WARD_B_TEMP_04 | 38.0 | WARNING
2026-09-22 04:00:02 | WARD_B_TEMP_05 | 34.9 | CRITICAL
2026-09-22 04:00:03 | WARD_B_TEMP_01 | 37.9 | WARNING
2026-09-22 04:00:03 | WARD_B_TEMP_02 | 39.7 | CRITICAL
2026-09-22 04:00:03 | WARD_B_TEMP_03 | 34.8 | CRITICAL
2026-09-22 04:00:03 | WARD_B_TEMP_04 | 38.7 | CRITICAL
2026-09-22 04:00:03 | WARD_B_TEMP_05 | 38.2 | CRITICAL
2026-09-22 04:00:04 | WARD_B_TEMP_01 | 34.6 | CRITICAL
2026-09-22 04:00:04 | WARD_B_TEMP_02 | 36.1 | NORMAL
2026-09-22 04:00:04 | WARD_B_TEMP_03 | 35.6 | NORMAL
2026-09-22 04:00:04 | WARD_B_TEMP_04 | 34.7 | CRITICAL
2026-09-22 04:00:04 | WARD_B_TEMP_05 | 39.1 | CRITICAL
2026-09-22 04:00:05 | WARD_B_TEMP_01 | 38.0 | WARNING
2026-09-22 04:00:05 | WARD_B_TEMP_02 | 37.3 | NORMAL
2026-09-22 04:00:05 | WARD_B_TEMP_03 | 37.5 | WARNING
2026-09-22 04:00:05 | WARD_B_TEMP_04 | 34.9 | CRITICAL
2026-09-22 04:00:05 | WARD_B_TEMP_05 | 36.0 | NORMAL
2026-09-22 04:00:06 | WARD_B_TEMP_01 | 37.6 | WARNING
2026-09-22 04:00:06 | WARD_B_TEMP_02 | 38.9 | CRITICAL
2026-09-22 04:00:06 | WARD_B_TEMP_03 | 35.3 | CRITICAL
2026-09-22 04:00:06 | WARD_B_TEMP_04 | 39.7 | CRITICAL
2026-09-22 04:00:06 | WARD_B_TEMP_05 | 39.1 | CRITICAL
2026-09-22 04:00:07 | WARD_B_TEMP_01 | 34.5 | CRITICAL
2026-09-22 04:00:07 | WARD_B_TEMP_02 | 37.6 | WARNING
2026-09-22 04:00:07 | WARD_B_TEMP_03 | 37.7 | WARNING
2026-09-22 04:00:07 | WARD_B_TEMP_04 | 39.3 | CRITICAL
2026-09-22 04:00:07 | WARD_B_TEMP_05 | 35.8 | NORMAL
2026-09-22 04:00:08 | WARD_B_TEMP_01 | 38.8 | CRITICAL
2026-09-22 04:00:08 | WARD_B_TEMP_02 | 35.3 | CRITICAL
2026-09-22 04:00:08 | WARD_B_TEMP_03 | 35.9 | NORMAL
2026-09-22 04:00:08 | WARD_B_TEMP_04 | 38.0 | WARNING
2026-09-22 04:00:08 | WARD_B_TEMP_05 | 36.7 | NORMAL
2026-09-22 04:00:09 | WARD_B_TEMP_01 | 39.5 | CRITICAL
2026-09-22 04:00:09 | WARD_B_TEMP_02 | 38.8 | CRITICAL
2026-09-22 04:00:09 | WARD_B_TEMP_03 | 36.5 | NORMAL
2026-09-22 04:00:09 | WARD_B_TEMP_04 | 38.8 | CRITICAL
2026-09-22 04:00:09 | WARD_B_TEMP_05 | 35.5 | NORMAL
2026-09-22 04:00:10 | WARD_B_TEMP_01 | 38.1 | CRITICAL
2026-09-22 04:00:10 | WARD_B_TEMP_02 | 40.1 | CRITICAL
2026-09-22 04:00:10 | WARD_B_TEMP_03 | 35.6 | NORMAL
2026-09-22 04:00:10 | WARD_B_TEMP_04 | 35.4 | CRITICAL
2026-09-22 04:00:10 | WARD_B_TEMP_05 | 36.5 | NORMAL
2026-09-22 04:00:11 | WARD_B_TEMP_01 | 35.6 | NORMAL
2026-09-22 04:00:11 | WARD_B_TEMP_02 | 37.0 | NORMAL
2026-09-22 04:00:11 | WARD_B_TEMP_03 | 36.8 | NORMAL
2026-09-22 04:00:11 | WARD_B_TEMP_04 | 36.3 | NORMAL
2026-09-22 04:00:11 | WARD_B_TEMP_05 | 37.4 | NORMAL
2026-09-22 04:00:12 | WARD_B_TEMP_01 | 40.0 | CRITICAL
2026-09-22 04:00:12 | WARD_B_TEMP_02 | 34.9 | CRITICAL
2026-09-22 04:00:12 | WARD_B_TEMP_03 | 38.5 | CRITICAL
2026-09-22 04:00:12 | WARD_B_TEMP_04 | 39.9 | CRITICAL
2026-09-22 04:00:12 | WARD_B_TEMP_05 | 38.3 | CRITICAL
2026-09-22 04:00:13 | WARD_B_TEMP_01 | 38.1 | CRITICAL
2026-09-22 04:00:13 | WARD_B_TEMP_02 | 37.1 | NORMAL
2026-09-22 04:00:13 | WARD_B_TEMP_03 | 38.7 | CRITICAL
2026-09-22 04:00:13 | WARD_B_TEMP_04 | 38.6 | CRITICAL
2026-09-22 04:00:13 | WARD_B_TEMP_05 | 37.1 | NORMAL
2026-09-22 04:00:14 | WARD_B_TEMP_01 | 34.7 | CRITICAL
2026-09-22 04:00:14 | WARD_B_TEMP_02 | 38.0 | WARNING
2026-09-22 04:00:14 | WARD_B_TEMP_03 | 37.0 | NORMAL
2026-09-22 04:00:14 | WARD_B_TEMP_04 | 37.6 | WARNING
2026-09-22 04:00:14 | WARD_B_TEMP_05 | 38.2 | CRITICAL
2026-09-22 04:00:15 | WARD_B_TEMP_01 | 38.9 | CRITICAL
2026-09-22 04:00:15 | WARD_B_TEMP_02 | 36.7 | NORMAL
2026-09-22 04:00:15 | WARD_B_TEMP_03 | 37.4 | NORMAL
2026-09-22 04:00:15 | WARD_B_TEMP_04 | 37.4 | NORMAL
2026-09-22 04:00:15 | WARD_B_TEMP_05 | 38.0 | WARNING
2026-09-22 04:00:16 | WARD_B_TEMP_01 | 35.1 | CRITICAL
2026-09-22 04:00:16 | WARD_B_TEMP_02 | 36.5 | NORMAL
2026-09-22 04:00:16 | WARD_B_TEMP_03 | 35.2 | CRITICAL
2026-09-22 04:00:16 | WARD_B_TEMP_04 | 35.8 | NORMAL
2026-09-22 04:00:16 | WARD_B_TEMP_05 | 38.1 | CRITICAL
2026-09-22 04:00:17 | WARD_B_TEMP_01 | 40.0 | CRITICAL
2026-09-22 04:00:17 | WARD_B_TEMP_02 | 40.3 | CRITICAL
2026-09-22 04:00:17 | WARD_B_TEMP_03 | 34.7 | CRITICAL
2026-09-22 04:00:17 | WARD_B_TEMP_04 | 35.4 | CRITICAL
2026-09-22 04:00:17 | WARD_B_TEMP_05 | 37.2 | NORMAL
2026-09-22 04:00:18 | WARD_B_TEMP_01 | 35.2 | CRITICAL
2026-09-22 04:00:18 | WARD_B_TEMP_02 | 38.8 | CRITICAL
2026-09-22 04:00:18 | WARD_B_TEMP_03 | 38.7 | CRITICAL
2026-09-22 04:00:18 | WARD_B_TEMP_04 | 40.0 | CRITICAL
2026-09-22 04:00:18 | WARD_B_TEMP_05 | 35.6 | NORMAL
2026-09-22 04:00:19 | WARD_B_TEMP_01 | 40.2 | CRITICAL
2026-09-22 04:00:19 | WARD_B_TEMP_02 | 37.1 | NORMAL
2026-09-22 04:00:19 | WARD_B_TEMP_03 | 35.3 | CRITICAL
2026-09-22 04:00:19 | WARD_B_TEMP_04 | 39.5 | CRITICAL
2026-09-22 04:00:19 | WARD_B_TEMP_05 | 35.4 | CRITICAL
2026-09-22 04:00:20 | WARD_B_TEMP_01 | 40.2 | CRITICAL
2026-09-22 04:00:20 | WARD_B_TEMP_02 | 34.5 | CRITICAL
2026-09-22 04:00:20 | WARD_B_TEMP_03 | 36.2 | NORMAL
2026-09-22 04:00:20 | WARD_B_TEMP_04 | 39.4 | CRITICAL
2026-09-22 04:00:20 | WARD_B_TEMP_05 | 36.8 | NORMAL
2026-09-22 04:00:21 | WARD_B_TEMP_01 | 39.3 | CRITICAL
2026-09-22 04:00:21 | WARD_B_TEMP_02 | 35.2 | CRITICAL
2026-09-22 04:00:21 | WARD_B_TEMP_03 | 37.3 | NORMAL
2026-09-22 04:00:21 | WARD_B_TEMP_04 | 38.7 | CRITICAL
2026-09-22 04:00:21 | WARD_B_TEMP_05 | 37.8 | WARNING
2026-09-22 04:00:22 | WARD_B_TEMP_01 | 34.5 | CRITICAL
2026-09-22 04:00:22 | WARD_B_TEMP_02 | 35.6 | NORMAL
2026-09-22 04:00:22 | WARD_B_TEMP_03 | 35.0 | CRITICAL
2026-09-22 04:00:22 | WARD_B_TEMP_04 | 37.0 | NORMAL
2026-09-22 04:00:22 | WARD_B_TEMP_05 | 38.4 | CRITICAL
2026-09-22 04:00:23 | WARD_B_TEMP_01 | 40.3 | CRITICAL
2026-09-22 04:00:23 | WARD_B_TEMP_02 | 38.5 | CRITICAL
2026-09-22 04:00:23 | WARD_B_TEMP_03 | 40.2 | CRITICAL
2026-09-22 04:00:23 | WARD_B_TEMP_04 | 38.0 | WARNING
2026-09-22 04:00:23 | WARD_B_TEMP_05 | 37.2 | NORMAL
2026-09-22 04:00:24 | WARD_B_TEMP_01 | 35.6 | NORMAL
2026-09-22 04:00:24 | WARD_B_TEMP_02 | 36.2 | NORMAL
2026-09-22 04:00:24 | WARD_B_TEMP_03 | 40.5 | CRITICAL
2026-09-22 04:00:24 | WARD_B_TEMP_04 | 37.5 | WARNING
2026-09-22 04:00:24 | WARD_B_TEMP_05 | 35.8 | NORMAL
2026-09-22 04:00:25 | WARD_B_TEMP_01 | 34.5 | CRITICAL
2026-09-22 04:00:25 | WARD_B_TEMP_02 | 39.3 | CRITICAL
2026-09-22 04:00:25 | WARD_B_TEMP_03 | 34.8 | CRITICAL
2026-09-22 04:00:25 | WARD_B_TEMP_04 | 38.2 | CRITICAL
2026-09-22 04:00:25 | WARD_B_TEMP_05 | 37.3 | NORMAL
2026-09-22 04:00:26 | WARD_B_TEMP_01 | 36.2 | NORMAL
2026-09-22 04:00:26 | WARD_B_TEMP_02 | 36.6 | NORMAL
2026-09-22 04:00:26 | WARD_B_TEMP_03 | 35.6 | NORMAL
2026-09-22 04:00:26 | WARD_B_TEMP_04 | 35.7 | NORMAL
2026-09-22 04:00:26 | WARD_B_TEMP_05 | 37.8 | WARNING
2026-09-22 04:00:27 | WARD_B_TEMP_01 | 38.7 | CRITICAL
2026-09-22 04:00:27 | WARD_B_TEMP_02 | 38.9 | CRITICAL
2026-09-22 04:00:27 | WARD_B_TEMP_03 | 36.1 | NORMAL
2026-09-22 04:00:27 | WARD_B_TEMP_04 | 35.6 | NORMAL
2026-09-22 04:00:27 | WARD_B_TEMP_05 | 34.6 | CRITICAL
2026-09-22 04:00:28 | WARD_B_TEMP_01 | 36.2 | NORMAL
2026-09-22 04:00:28 | WARD_B_TEMP_02 | 38.1 | CRITICAL
2026-09-22 04:00:28 | WARD_B_TEMP_03 | 37.4 | NORMAL
2026-09-22 04:00:28 | WARD_B_TEMP_04 | 37.4 | NORMAL
